"","8_0149.leaf","8_0157.leaf","8_0158.leaf","8_0160.leaf","8_0162.leaf","8_0167.leaf","8_0171.leaf","8_0174.leaf","8_0302.leaf","8_0307.leaf","8_0318.leaf","8_0326.leaf","8_0327.leaf","8_0328.leaf","8_0330.leaf","8_0580.leaf","8_0589.leaf","8_0593.leaf","8_0606.leaf","8_0608.leaf","8_0609.leaf","8_0612.leaf","8_0617.leaf","8_0773.leaf","8_0775.leaf","8_0776.leaf","8_0790.leaf","8_0803.leaf","8_1012.leaf","8_1013.leaf","8_1023.leaf","8_1032.leaf","8_1043.leaf","8_1047.leaf","8_1048.leaf","8_1361.leaf","8_1370.leaf","8_1377.leaf","8_1378.leaf","8_1382.leaf","8_1384.leaf","8_1388.leaf","8_1389.leaf","9_0155.leaf","9_0159.leaf","9_0161.leaf","9_0169.leaf","9_0171.leaf","9_0179.leaf","9_0191.leaf","9_0290.leaf","9_0292.leaf","9_0298.leaf","9_0302.leaf","9_0305.leaf","9_0330.leaf","9_0334.leaf","9_0580.leaf","9_0583.leaf","9_0588.leaf","9_0589.leaf","9_0590.leaf","9_0599.leaf","9_0769.leaf","9_0775.leaf","9_0776.leaf","9_0781.leaf","9_0789.leaf","9_0799.leaf","9_0802.leaf","9_0804.leaf","9_1014.leaf","9_1027.leaf","9_1041.leaf","9_1043.leaf","9_1046.leaf","9_1047.leaf","9_1354.leaf","9_1355.leaf","9_1356.leaf","9_1358.leaf","9_1364.leaf","9_1370.leaf","9_1382.leaf","JAM_3C.leaf","JAM_E1.leaf","JAM_E3.leaf","JAM_E4.leaf","8_0149.root","8_0157.root","8_0158.root","8_0160.root","8_0162.root","8_0167.root","8_0171.root","8_0174.root","8_0302.root","8_0307.root","8_0318.root","8_0326.root","8_0327.root","8_0328.root","8_0330.root","8_0580.root","8_0589.root","8_0593.root","8_0606.root","8_0608.root","8_0609.root","8_0612.root","8_0617.root","8_0773.root","8_0775.root","8_0776.root","8_0790.root","8_0803.root","8_1012.root","8_1013.root","8_1023.root","8_1032.root","8_1043.root","8_1047.root","8_1048.root","8_1361.root","8_1370.root","8_1377.root","8_1378.root","8_1382.root","8_1384.root","8_1388.root","8_1389.root","9_0155.root","9_0159.root","9_0161.root","9_0169.root","9_0171.root","9_0179.root","9_0191.root","9_0290.root","9_0292.root","9_0298.root","9_0302.root","9_0305.root","9_0330.root","9_0334.root","9_0580.root","9_0583.root","9_0588.root","9_0589.root","9_0590.root","9_0599.root","9_0769.root","9_0775.root","9_0776.root","9_0781.root","9_0789.root","9_0799.root","9_0802.root","9_0804.root","9_1014.root","9_1027.root","9_1041.root","9_1043.root","9_1046.root","9_1047.root","9_1354.root","9_1355.root","9_1356.root","9_1358.root","9_1364.root","9_1370.root","9_1382.root","JAM_3C.root","JAM_E1.root","JAM_E3.root","JAM_E4.root"
"OTU_3067",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,3,0,0,4,0,6,2,4,0,3,0,0,0,0,0,2,0,0,0,6,0,3,0,0,1,0,1,2,4,2,2,5,0,1,0,8,0,0,0,0,0,0,5,0,3,0,0,0,4,0,3,1,0,0,2,0,0,0,2,4,5,0,0,1,11,6,0,0,0,5,0,4,0,0,1,0,3,0,10,0,0,0,1,0,3,0,5,5,0,0,7,8,0,0,1,53,4,2,0,2,0,0,0,70,0,1,0,7,0,0,1,9,20,0,51,1,7,2,1,0,0,5,0,4,0,2,4,5,0,0,0,29,7,0,0,1,0,2,0,0,2,0,16,0,0,0,19,0,0,6,1,0,0,0,0,3,3,0
"OTU_3073",7,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,7,3,0,0,0,2,0,2,0,0,0,18,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,2,3,0,2,0,13,0,0,0,0,0,0,0,4,0,2,0,0,6,0,4,0,3,0,0,0,0,0,16,0,2,0,0,2,11,6,0,0,1,2,0,0,0,4,0,0,0,9,4,2,1,3,0,0,0,0,1,0,0,3,0,3,1,0,0,7,0,0,0,3,4,7,1,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3075",2,5,0,0,0,0,6,0,0,0,9,0,0,0,9,0,3,1,0,0,0,1,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,1,0,1,3,0,0,0,2,0,3,0,0,1,0,1,0,0,1,1,1,0,0,0,5,2,0,0,0,0,0,2,0,3,0,0,1,0,0,2,0,4,0,3,2,7,0,0,2,14,0,8,0,0,1,0,2,0,3,0,0,0,7,0,2,0,0,0,0,0,10,4,0,3,0,0,0,0,0,16,0,0,0,7,3,0,2,0,0,0,0,2,5,0,9,5,0,6,4,0,0,10,0,0,7,5,0,8,2,0,0,0,4,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_3080",5,2,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,2,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,6,3,0,0,1,0,0,0,0,0,5,2,0,0,0,4,0,0,0,0,0,0,4,0,2,0,0,2,0,0,1,0,0,0,3,0,3,0,0,0,3,0,4,2,0,5,0,1,0,0,0,0,4,4,0,0,0,0,1,0,0,1,4,0,5,0,1,0,0,0,3,0,0,0,1,1,2,2,0,0,1,0,7,3,0,1,2,5,1,4,0,0,3,0,0,4,1,1,4,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_3081",9,2,0,0,0,0,3,0,0,0,3,0,2,0,2,0,1,1,2,0,0,1,0,2,0,0,0,2,0,1,0,6,0,0,0,0,0,12,0,0,0,2,10,0,0,0,2,3,3,0,0,0,0,1,0,0,0,1,0,0,0,1,10,0,0,0,0,0,0,4,0,2,0,0,2,0,0,0,2,6,0,1,0,1,0,0,0,5,0,5,0,1,1,0,5,0,0,0,0,2,3,0,0,0,0,0,0,0,4,6,0,9,0,1,0,0,0,3,0,0,0,7,3,2,2,0,0,0,0,1,11,0,4,3,0,2,1,0,0,2,0,0,3,4,0,16,0,0,0,0,3,0,1,1,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
"OTU_3084",0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,11,0,0,8,0,0,0,0,0,8,0,0,8,0,0,0,3,0,0,0,0,0,6,0,1,1,0,0,1,1,13,0,0,0,4,0,3,0,0,2,2,1,0,14,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,1,1,10,0,5,8,1,0,0,0,0,0,0,6,0,0,11,0,0,0,3,3,0,8,0,0,0,0,1,0,0,2,0,0,0,9,5,5,0,0,0,0,0,0,0,5,0,0,8,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,8,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,15,0
"OTU_3096",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,1,4,0,0,0,0,0,4,1,2,0,1,0,1,0,1,0,3,3,0,0,8,0,0,0,0,0,5,0,4,0,4,1,0,0,8,0,2,0,0,1,11,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,0,2,0,3,8,9,0,0,0,4,0,38,0,3,6,0,0,2,0,3,0,1,0,0,2,0,0,2,0,3,2,1,0,10,1,13,0,3,0,1,0,0,0,1,4,1,22,0,1,0,2,1,4,0,1,0,9,0,2,0,0,2,0,0,5,4,0,15,1,0,0,0,4,0,2,0,7,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,9,46,1
"OTU_3101",14,6,0,0,0,0,1,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,7,0,6,0,0,1,2,4,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,7,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,2,3,1,1,1,0,4,0,1,1,0,2,0,4,4,2,0,0,0,0,0,6,3,0,2,4,0,0,0,2,0,3,8,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,2
"OTU_3106",3,8,0,0,0,0,1,2,1,0,2,0,0,0,16,0,16,8,0,0,2,15,0,10,0,1,0,2,0,7,2,0,0,0,0,0,0,1,0,8,0,19,24,0,0,0,3,3,4,0,0,0,0,2,0,0,0,48,2,0,0,0,7,0,0,0,0,0,0,1,0,7,0,3,4,1,0,0,1,17,0,5,4,11,0,0,0,3,0,7,0,2,4,0,8,0,0,0,0,5,16,0,6,0,4,0,0,0,3,4,0,5,1,6,0,0,0,12,0,0,0,2,9,26,7,0,0,1,2,17,39,0,2,3,4,2,12,0,0,3,0,0,15,1,4,5,0,0,0,1,2,0,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
"OTU_3113",0,3,0,0,0,0,6,0,0,0,9,0,2,0,10,0,5,9,0,0,0,3,0,12,0,0,1,0,0,5,0,0,0,0,0,0,0,4,0,9,0,9,5,0,0,0,0,4,4,0,0,0,0,3,0,0,0,17,0,0,4,0,6,0,0,0,0,0,0,16,0,9,0,0,5,0,0,6,2,5,1,11,17,8,0,0,0,2,0,7,0,0,1,2,9,0,7,9,0,1,12,0,7,0,5,0,0,1,4,3,0,17,1,4,0,0,0,6,0,0,0,5,3,2,5,93,0,0,0,10,8,0,7,1,16,2,6,0,0,7,0,0,8,10,14,12,0,0,0,0,3,0,22,1,1,5,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,3,12,0
"OTU_3125",0,3,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,1,6,0,1,0,0,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,1,0,0,4,0,0,0,0,8,0,1,6,3,0,0,0,1,0,0,0,0,2,0,4,0,0,2,0,0,1,0,3,0,0,0,0,0,9,10,0,6,3,0,0,0,0,8,0,0,0,0,3,8,0,0,0,0,1,13,0,0,4,4,0,0,2,0,0,3,1,0,0,1,2,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0
"OTU_3126",0,5,0,0,0,0,5,0,0,0,3,0,0,0,1,0,0,0,0,6,0,2,0,3,3,0,0,0,0,1,4,0,0,3,0,0,0,2,0,0,0,5,2,2,0,15,100,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,13,1,0,5,0,0,6,0,0,0,0,1,0,0,0,1,0,0,7,0,14,0,0,0,3,0,12,0,0,8,0,3,8,6,0,0,0,0,0,2,0,9,0,1,0,3,9,4,0,0,0,0,0,3,0,0,5,7,0,17,8,0,0,6,0,0,9,2,3,0,0,0,0,0,0,0,2,77,0,9,0,0,5,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"OTU_3129",0,0,0,2,0,0,1,0,0,0,0,16,0,0,0,0,2,3,0,4,0,15,1,0,0,0,0,0,0,6,1,0,0,17,0,0,3,5,0,9,0,15,1,178,0,91,2,2,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,18,0,1,0,2,0,10,0,0,2,9,7,0,0,7,24,0,0,0,0,43,0,0,1,0,0,0,0,0,102,0,41,0,0,0,3,3,1,0,9,0,0,0,0,0,20,0,0,1,0,0,0,0,0,4,6,0,0,4,0,0,0,0,0,0,0,0,7,6,16,0,0,0,0,1,0,0,6,0,10,3,0,35,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,8,0
"OTU_3143",0,3,0,0,0,0,2,0,0,0,1,1,0,0,5,0,0,0,0,0,7,14,1,0,0,1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,6,7,0,0,0,1,0,1,0,0,6,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,5,0,6,12,1,0,0,0,1,0,5,0,3,15,0,0,0,5,13,0,0,3,0,4,0,0,0,0,0,1,0,0,0,13,3,0,0,0,4,0,0,0,7,3,2,1,2,0,0,9,3,0,0,3,0,2,3,1,0,0,3,0,0,3,0,40,0,0,0,0,1,14,0,0,6,0,4,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_3151",1,0,4,48,0,0,0,0,2,0,0,2,0,39,0,12,13,3,0,0,3,1,6,0,4,3,15,2,5,3,0,2,1,9,22,0,4,5,0,10,0,2,0,1,1,19,32,15,0,0,0,9,20,0,0,0,93,8,25,0,7,0,0,8,0,0,0,0,1,8,0,16,0,8,6,1,4,1,12,0,26,4,0,0,5,2,30,0,0,18,9,13,23,0,0,0,2,7,0,9,0,0,0,0,6,6,16,19,0,0,0,19,18,3,0,7,3,0,1,0,1,5,0,0,0,15,8,1,1,0,9,10,0,0,24,0,0,0,0,0,0,0,0,7,2,8,46,0,2,0,14,0,0,40,2,5,9,1,11,0,4,0,0,0,22,2,0,0,1,0,0,0,1,6,28,0
"OTU_3152",1,5,0,5,0,0,5,0,0,0,8,0,0,0,7,0,3,1,0,0,1,1,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,31,0,5,0,0,0,0,0,0,0,2,1,2,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,30,0,0,9,7,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,5,0,1,0,0,2,0,0,3,3,0,1,1,1,0,0,0,5,0,0,0,1,6,0,0,4,0,2,0,2,0,0,4,1,1,3,3,0,0,3,0,0,35,1,0,2,4,0,0,0,0,0,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_3155",0,0,0,0,0,0,1,1,1,0,1,0,0,1,2,0,6,1,0,0,1,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,8,0,2,0,0,1,0,0,6,1,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,1,0,3,0,4,4,0,1,2,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,1,1,0,6,1,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,11,1,0,3,0,2,0,11,0,0,9,1,0,3,0,0,2,0,0,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
"OTU_3156",0,15,3,4,130,1,54,38,73,0,23,7,11,0,26,9,6,2,167,9,6,4,2,12,0,260,5,57,8,1,1,1,0,88,22,69,70,27,482,1,87,5,2,6,133,14,0,0,8,63,564,4,45,21,40,330,8,4,0,0,1,4,5,7,180,1,64,0,305,3,0,4,140,15,20,24,309,8,21,7,0,0,8,39,0,1,28,3,418,1,4,1,1,484,8,3,14,8,207,4,6,65,13,0,5,12,1,10,10,7,0,3,9,6,94,0,8,12,283,230,3,3,7,25,9,4,2,1,2,35,4,0,18,26,3,4,13,1218,355,16,8,16,4,4,3,4,0,149,0,27,8,667,14,0,4,6,37,0,11,0,15,12,1,77,4,1,18,71,4,24,1,417,0,1,3,13
"OTU_3172",4,1,0,0,0,0,2,0,0,0,1,0,4,0,2,0,3,9,0,0,0,0,0,4,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,1,0,0,5,31,1,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,1,3,3,0,17,0,0,1,0,0,3,0,7,0,0,9,0,2,0,0,0,0,4,4,0,1,0,0,0,0,0,0,3,0,9,3,4,0,0,0,1,0,0,0,7,0,1,6,2,0,1,0,1,16,3,5,3,4,1,1,0,0,3,0,0,6,8,0,4,0,0,0,0,13,0,0,0,2,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0
"OTU_3193",7,12,2,21,0,0,8,0,5,0,18,0,0,16,32,0,3,7,1,0,2,1,0,6,5,0,7,0,0,4,2,2,0,2,0,3,7,13,0,5,0,7,30,19,1,22,8,4,5,0,0,3,0,16,0,1,37,6,14,0,7,5,7,1,0,4,1,0,1,4,0,11,0,18,15,2,21,0,3,8,15,1,6,15,0,0,9,6,1,12,0,7,11,0,38,0,2,3,2,2,6,0,9,0,2,4,5,4,14,12,0,0,11,2,2,11,0,8,0,0,0,10,11,21,2,10,5,0,1,36,6,0,12,7,14,12,5,0,2,13,7,2,9,10,0,22,10,0,0,0,2,1,10,6,1,2,1,0,14,0,0,0,0,0,3,0,0,2,1,0,0,0,0,6,12,0
"OTU_3200",0,0,0,13,0,0,1,0,0,0,1,0,2,0,0,0,0,4,0,0,0,2,0,0,0,0,4,3,0,0,0,0,0,0,8,0,0,16,0,4,0,0,0,0,0,0,0,1,1,0,0,8,3,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,10,0,4,0,0,0,0,0,0,22,6,0,2,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,12,0,1,3,17,1,0,7,1,1,1,0,0,1,1,0,0,0,2,0,0,0,12,1,5,0,0,0,0,2,0,0,3,0,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
"OTU_3207",2,4,0,0,0,0,3,0,0,0,6,0,0,2,3,0,2,3,0,0,1,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,1,14,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,2,1,0,0,0,0,0,9,0,0,1,2,19,0,0,98,0,0,1,0,0,0,0,0,0,0,6,5,0,4,0,0,0,0,0,0,0,0,0,1,5,1,5,3,3,0,0,7,0,0,1,0,1,20,5,0,0,6,0,0,0,1,0,0,0,0,0,0,3,0,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"OTU_3209",3,1,0,0,0,0,2,0,0,0,3,0,12,0,4,0,9,4,0,0,9,2,0,8,0,0,9,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,5,0,0,0,1,1,1,0,0,13,0,0,0,0,0,10,0,0,31,0,4,0,0,0,0,0,0,5,0,3,0,0,0,0,0,7,7,8,0,0,11,3,0,0,0,20,0,3,0,0,1,0,1,0,2,2,0,0,4,0,3,0,15,1,0,0,2,0,0,5,8,9,0,0,0,4,0,0,0,5,2,3,3,3,0,1,21,10,8,0,0,3,0,2,4,0,0,2,0,0,1,1,1,11,0,0,0,6,14,0,4,0,7,1,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,1,0,10,4,1
"OTU_3218",20,0,0,4,0,0,0,0,0,0,2,0,0,0,31,0,14,5,0,0,2,6,0,0,9,0,0,1,0,2,7,0,0,5,2,2,0,2,1,4,0,10,66,0,0,2,49,1,1,0,0,2,0,0,0,0,17,23,4,0,1,0,0,0,0,0,0,0,0,5,0,1,1,0,3,2,1,3,1,6,2,8,10,3,0,2,0,4,1,18,0,4,6,0,4,0,0,2,0,5,2,0,1,0,1,3,0,6,1,1,0,2,2,7,2,0,2,0,0,0,0,14,1,11,12,2,0,0,0,0,3,5,0,1,0,6,0,0,0,1,0,0,11,12,12,13,5,1,0,0,2,0,0,40,12,5,0,0,0,0,5,0,0,0,3,0,2,0,0,0,0,0,0,1,5,0
"OTU_3220",0,1,0,2,7,0,2,2,1,0,4,11,0,5,0,0,0,2,7,0,10,2,0,0,0,16,4,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,8,13,13,20,2,1,0,3,0,1,0,0,0,0,14,1,1,0,6,0,0,0,0,0,0,0,0,2,1,0,0,5,0,0,1,1,1,2,1,4,3,0,0,0,4,1,9,0,0,23,2,3,1,0,0,4,0,0,1,4,3,0,0,29,1,7,0,4,4,0,10,1,0,7,0,0,0,0,1,0,0,0,0,8,1,0,12,1,0,0,1,4,4,3,0,0,2,12,0,7,0,1,10,1,9,13,1,7,4,0,1,3,1,1,0,0,10,0,0,0,0,1,16,0,0,0,5,0,0,7,1,11,1,0
"OTU_3229",5,8,0,0,0,0,0,0,0,0,2,0,3,0,15,0,3,3,0,0,4,7,0,39,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,6,0,1,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,0,0,0,0,2,0,0,1,1,15,0,0,7,1,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,1,0,0,0,0,0,0,0,3,0,0,1,4,1,0,0,0,11,0,0,0,1,2,3,1,4,0,7,2,0,0,0,8,0,1,0,2,0,0,5,0,0,20,1,1,3,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"OTU_3230",15,10,0,0,0,0,8,0,0,0,13,0,4,0,7,0,4,8,0,0,1,2,0,8,0,0,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,1,6,7,0,0,1,0,3,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,4,0,6,0,0,0,0,0,4,1,17,1,14,0,6,0,0,0,6,0,1,0,0,1,0,3,0,1,0,0,2,13,0,6,0,4,0,0,0,9,9,0,11,0,4,0,0,0,5,0,0,0,8,4,6,16,5,0,6,5,3,3,0,3,5,4,6,7,0,0,11,0,0,8,2,2,11,0,0,0,0,4,0,8,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,6,7,0
"OTU_3241",1,13,0,0,0,0,0,0,0,0,3,0,1,0,2,0,2,7,0,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,1,0,6,0,1,6,0,0,0,11,13,0,0,0,0,0,7,0,0,0,11,0,0,2,0,1,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,5,2,0,2,2,0,0,0,0,1,0,4,0,0,5,0,9,0,6,1,0,9,2,0,2,0,0,0,0,0,8,2,0,9,4,3,0,0,0,3,0,0,0,12,1,0,9,0,0,0,0,1,0,0,3,2,7,8,1,0,0,8,0,0,0,1,5,6,0,0,0,0,10,0,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"OTU_3244",88,217,0,1,0,0,31,0,7,0,84,0,179,0,13,0,163,121,0,0,2159,5,0,74,0,11,44,30,4,101,4,3,1,2,201,8,16,73,0,11,0,1,141,0,6,1,9,17,27,1,0,131,0,23,0,1,8,108,1,0,234,11,93,0,2,0,0,0,12,77,0,61,2,3,13,13,0,16,64,68,8,23,3,79,0,1,5,264,7,32,0,0,59,0,316,0,2,134,0,48,70,2,44,0,38,4,0,0,79,35,0,117,154,76,0,0,8,692,1,0,0,138,112,8,191,66,2,93,45,43,808,2,119,56,302,179,41,0,3,225,6,16,168,203,23,166,122,0,0,9,121,2,39,19,21,5,0,0,6,0,30,0,1,1,137,18,0,20,0,0,0,1,0,55,160,0
"OTU_3249",0,0,0,0,0,0,8,16,12,0,1,0,0,0,0,1,5,0,5,0,0,0,7,2,0,11,0,0,0,1,2,0,0,11,0,20,0,0,0,0,0,0,4,5,3,5,0,0,0,4,28,1,0,11,3,4,0,0,0,0,1,0,0,0,70,0,0,0,29,3,0,0,12,0,0,2,26,1,19,5,0,0,0,4,0,0,0,2,5,0,0,4,5,1,0,0,0,0,0,0,1,3,4,0,0,12,0,0,0,0,0,0,0,1,17,0,0,0,1,0,35,0,0,2,0,0,0,0,0,17,1,0,0,1,1,1,0,13,2,3,0,0,1,0,1,1,0,0,0,8,0,60,1,1,0,0,12,0,6,0,0,3,0,0,0,0,0,1,5,0,0,8,0,1,0,0
"OTU_3251",2,2,0,0,0,0,1,0,0,0,0,0,0,0,11,0,2,6,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,9,0,0,0,7,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,5,0,3,2,0,0,0,0,1,0,2,0,0,26,0,0,0,0,7,0,6,3,0,0,0,0,0,0,0,0,44,0,13,1,1,0,0,0,4,0,0,0,0,0,3,7,5,0,18,2,4,6,0,4,14,16,1,2,0,0,2,0,0,7,10,0,5,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,7,0
"OTU_3255",0,145,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,6,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,2,1,0,3,0,0,38,0,0,7,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,8,0,0,4,0,1,0,1,22,5,0,9,0,0,0,10,14,0,0,0,1,0,0,0,0,0,0,0,0,0,15,77,0,0,0,0,9,0,1,0,1,0,1,5,0,3,56,0,0,27,3,0,1,0,0,0,0,0,2,35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0
"OTU_3256",6,0,0,15,0,0,0,0,2,0,2,0,0,4,2,3,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,4,0,1,1,0,1,0,0,2,0,0,2,14,1,1,0,0,0,4,1,0,0,6,3,6,0,3,0,0,0,1,0,0,0,0,2,0,0,0,3,4,2,0,1,0,2,8,0,0,0,0,0,2,0,0,4,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,1,12,0,0,1,1,3,1,0,2,5,0,0,0,1,0,0,0,1,0,2,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0
"OTU_3259",0,8,0,0,0,0,1,0,0,0,0,0,1,0,8,0,3,4,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,4,2,0,0,1,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,3,0,2,0,0,4,0,0,2,1,3,0,3,0,4,0,0,0,1,0,4,0,0,3,0,3,0,0,2,0,2,2,0,4,0,0,0,0,0,3,9,0,1,3,5,0,0,0,12,0,0,0,2,6,3,5,6,0,0,5,7,0,0,3,6,1,1,0,0,0,7,0,0,8,2,0,4,1,0,0,0,2,0,4,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0
